stakeholder,month,topic_id,absolute_impact,relative_impact,monthly_document_count
user,2016-09,35,68,0.0188626907073509,3605
user,2016-09,36,81,0.02246879334257975,3605
user,2016-09,37,60,0.016643550624133148,3605
user,2016-09,38,70,0.019417475728155338,3605
user,2016-09,39,80,0.022191400832177532,3605
user,2016-09,40,85,0.023578363384188627,3605
user,2016-09,41,105,0.02912621359223301,3605
user,2016-09,42,67,0.018585298196948683,3605
user,2016-09,43,53,0.014701803051317614,3605
user,2016-09,44,64,0.017753120665742025,3605
user,2016-09,45,80,0.022191400832177532,3605
user,2016-09,46,59,0.01636615811373093,3605
user,2016-09,47,64,0.017753120665742025,3605
user,2016-09,48,48,0.01331484049930652,3605
user,2016-09,49,56,0.015533980582524271,3605
user,2016-10,0,122,0.02339854238588416,5214
user,2016-10,1,85,0.016302263137706177,5214
user,2016-10,2,87,0.01668584579976985,5214
user,2016-10,3,119,0.022823168392788647,5214
user,2016-10,4,90,0.01726121979286536,5214
user,2016-10,5,85,0.016302263137706177,5214
user,2016-10,6,103,0.01975450709627925,5214
user,2016-10,7,108,0.020713463751438434,5214
user,2016-10,8,120,0.023014959723820484,5214
user,2016-10,9,98,0.018795550441120062,5214
user,2016-10,10,104,0.019946298427311087,5214
user,2016-10,11,84,0.01611047180667434,5214
user,2016-10,12,106,0.02032988108937476,5214
user,2016-10,13,101,0.019370924434215574,5214
user,2016-10,14,139,0.026658995013425394,5214
user,2016-10,15,128,0.02454929037207518,5214
user,2016-10,16,97,0.018603759110088224,5214
user,2016-10,17,89,0.017069428461833524,5214
user,2016-10,18,87,0.01668584579976985,5214
user,2016-10,19,84,0.01611047180667434,5214
user,2016-10,20,89,0.017069428461833524,5214
user,2016-10,21,107,0.020521672420406596,5214
user,2016-10,22,106,0.02032988108937476,5214
user,2016-10,23,113,0.02167242040659762,5214
user,2016-10,24,94,0.01802838511699271,5214
user,2016-10,25,111,0.021288837744533946,5214
user,2016-10,26,99,0.0189873417721519,5214
user,2016-10,27,131,0.025124664365170694,5214
user,2016-10,28,126,0.024165707710011506,5214
user,2016-10,29,123,0.023590333716915997,5214
user,2016-10,30,95,0.01822017644802455,5214
user,2016-10,31,141,0.02704257767548907,5214
user,2016-10,32,101,0.019370924434215574,5214
user,2016-10,33,81,0.015535097813578827,5214
user,2016-10,34,121,0.023206751054852322,5214
user,2016-10,35,100,0.019179133103183737,5214
user,2016-10,36,90,0.01726121979286536,5214
user,2016-10,37,90,0.01726121979286536,5214
user,2016-10,38,106,0.02032988108937476,5214
user,2016-10,39,84,0.01611047180667434,5214
user,2016-10,40,108,0.020713463751438434,5214
user,2016-10,41,151,0.02896049098580744,5214
user,2016-10,42,101,0.019370924434215574,5214
user,2016-10,43,82,0.015726889144610665,5214
user,2016-10,44,109,0.02090525508247027,5214
user,2016-10,45,88,0.016877637130801686,5214
user,2016-10,46,119,0.022823168392788647,5214
user,2016-10,47,127,0.024357499041043344,5214
